Date,Adj Close,Close,High,Low,Open,Volume,daily_return,next_open_return
2010-01-04,5232.2001953125,5232.2001953125,5238.4501953125,5167.10009765625,5200.89990234375,0,,0.008590976138780126
2010-01-05,5277.89990234375,5277.89990234375,5288.35009765625,5242.39990234375,5277.14990234375,0,0.008734319277804437,4.736732500165708e-05
2010-01-06,5281.7998046875,5281.7998046875,5310.85009765625,5260.0498046875,5278.14990234375,0,0.0007389117671630085,0.0
2010-01-07,5263.10009765625,5263.10009765625,5302.5498046875,5244.75,5281.7998046875,0,-0.0035404043550939512,0.00021848384458089676
2010-01-08,5244.75,5244.75,5276.75,5234.7001953125,5264.25,0,-0.003486556842120736,0.003632166392583125
2010-01-11,5249.39990234375,5249.39990234375,5287.2001953125,5227.7998046875,5263.7998046875,0,0.0008865822667905032,0.00032388374750058624
2010-01-12,5210.39990234375,5210.39990234375,5300.5,5200.9501953125,5251.10009765625,0,-0.007429420643412454,0.00042226995120087096
2010-01-13,5233.9501953125,5233.9501953125,5239.2001953125,5169.5498046875,5212.60009765625,0,0.0045198628531673,0.00010504583860826422
2010-01-14,5259.89990234375,5259.89990234375,5272.85009765625,5232.5,5234.5,0,0.004957958341768487,0.0
2010-01-15,5252.2001953125,5252.2001953125,5279.85009765625,5242.4501953125,5259.89990234375,0,-0.0014638504865499558,0.00027601899724682966
2010-01-18,5274.85009765625,5274.85009765625,5292.5,5228.9501953125,5253.64990234375,0,0.004312459826638859,-0.00012320773703855536
2010-01-19,5225.64990234375,5225.64990234375,5287.7998046875,5218.64990234375,5274.2001953125,0,-0.009327316303142097,8.615106654930038e-05
2010-01-20,5221.7001953125,5221.7001953125,5256.7001953125,5201.39990234375,5226.10009765625,0,-0.0007558307780011209,-0.0002872627580853271
2010-01-21,5094.14990234375,5094.14990234375,5220.35009765625,5085.4501953125,5220.2001953125,0,-0.024426965968527115,0.0
2010-01-22,5036.0,5036.0,5094.14990234375,4954.85009765625,5094.14990234375,0,-0.011415035571881393,-0.0002879657093923793
2010-01-25,5007.89990234375,5007.89990234375,5035.7001953125,4983.0498046875,5034.5498046875,0,-0.005579844649771681,0.00011983020187145144
2010-01-27,4853.10009765625,4853.10009765625,5008.5,4833.0498046875,5008.5,0,-0.030911121968522637,0.0020399130750530237
2010-01-28,4867.25,4867.25,4929.89990234375,4824.9501953125,4863.0,0,0.0029156419729696736,-0.00022602037213004245
2010-01-29,4882.0498046875,4882.0498046875,4893.7001953125,4766.0,4866.14990234375,0,0.0030406912912834816,0.0
2010-02-01,4899.7001953125,4899.7001953125,4918.7998046875,4827.14990234375,4882.0498046875,0,0.0036153647199692607,0.0016633471475555606
2010-02-02,4830.10009765625,4830.10009765625,4951.14990234375,4814.10009765625,4907.85009765625,0,-0.014204970688377228,0.0001863113238971259
2010-02-03,4931.85009765625,4931.85009765625,4949.14990234375,4831.0,4831.0,0,0.02106581601680957,-0.00011157941905237667
2010-02-04,4845.35009765625,4845.35009765625,4931.2998046875,4832.35009765625,4931.2998046875,0,-0.017539057004410386,-0.005304094605038223
2010-02-05,4718.64990234375,4718.64990234375,4827.0,4692.35009765625,4819.64990234375,0,-0.026148821603992345,0.007777689820613887
2010-02-08,4760.39990234375,4760.39990234375,4799.0498046875,4675.39990234375,4755.35009765625,0,0.008847869806840825,3.1489443497401126e-05
2010-02-09,4792.64990234375,4792.64990234375,4810.39990234375,4739.35009765625,4760.5498046875,0,0.006774640925465425,7.304886928594101e-05
2010-02-10,4757.2001953125,4757.2001953125,4826.85009765625,4748.10009765625,4793.0,0,-0.0073966819512341075,1.0469327641260406e-05
2010-02-11,4826.85009765625,4826.85009765625,4843.7998046875,4757.25,4757.25,0,0.014640944144494794,0.00021749270564863643
2010-02-15,4801.9501953125,4801.9501953125,4845.60009765625,4783.89990234375,4827.89990234375,0,-0.005158623499793458,-3.131865573002823e-05
2010-02-16,4855.75,4855.75,4880.0,4791.35009765625,4801.7998046875,0,0.011203740667701467,0.0005972099765740868
2010-02-17,4914.0,4914.0,4929.7001953125,4857.60009765625,4858.64990234375,0,0.011996087113216314,0.00022387009691704485
2010-02-18,4887.75,4887.75,4922.0498046875,4873.7001953125,4915.10009765625,0,-0.005341880341880323,-9.210686154159653e-05
2010-02-19,4844.89990234375,4844.89990234375,4887.2998046875,4805.5498046875,4887.2998046875,0,-0.008766834976471793,0.0009185319412579052
2010-02-22,4856.39990234375,4856.39990234375,4912.0498046875,4845.89990234375,4849.35009765625,0,0.0023736300505272645,4.12229875064174e-05
2010-02-23,4870.0498046875,4870.0498046875,4884.10009765625,4833.14990234375,4856.60009765625,0,0.002810703940827164,-0.00010266835454508794
2010-02-24,4858.60009765625,4858.60009765625,4880.5498046875,4834.64990234375,4869.5498046875,0,-0.0023510451618440342,8.230814138077136e-05
2010-02-25,4859.75,4859.75,4880.14990234375,4835.60009765625,4859.0,0,0.00023667359334722526,-0.0002572148773084537
2010-02-26,4922.2998046875,4922.2998046875,4992.0,4858.4501953125,4858.5,0,0.012870992270692883,0.0027020485335094158
2010-03-02,5017.0,5017.0,5029.4501953125,4935.35009765625,4935.60009765625,0,0.01923901409302964,-0.000239225695136569
2010-03-03,5088.10009765625,5088.10009765625,5093.25,5015.10009765625,5015.7998046875,0,0.014171835291259649,0.001739371766747766
2010-03-04,5080.25,5080.25,5096.9501953125,5049.0,5096.9501953125,0,-0.001542834752772615,5.9013766546822666e-05
2010-03-05,5088.7001953125,5088.7001953125,5118.64990234375,5068.0498046875,5080.5498046875,0,0.0016633424167118438,0.0006779151647462456
2010-03-08,5124.0,5124.0,5147.10009765625,5092.14990234375,5092.14990234375,0,0.0069369000594723396,-0.0005757602093091618
2010-03-09,5101.5,5101.5,5131.7998046875,5094.35009765625,5121.0498046875,0,-0.0043911007025760895,1.9621220474386192e-05
2010-03-10,5116.25,5116.25,5137.39990234375,5092.0498046875,5101.60009765625,0,0.002891306478486788,1.956465306629518e-05
2010-03-11,5133.39990234375,5133.39990234375,5152.60009765625,5102.10009765625,5116.35009765625,0,0.0033520454129001287,-0.0003117032934681907
2010-03-12,5137.0,5137.0,5158.10009765625,5122.10009765625,5131.7998046875,0,0.0007013086306808525,-0.0004963606555382638
2010-03-15,5128.89990234375,5128.89990234375,5151.0498046875,5101.2001953125,5134.4501953125,0,-0.0015768148055771425,9.805800406992304e-06
